Org,Site ID,Name in EC,Latitude,Longitude,Watercourse (if known),"Catchment (or ""tbc"")"
FOLW,FOLW025,FOLW025: Trothy at Jingle St,51.792516,-2.761933,Trothy,Trothy - conf Llymon Bk to conf R Wye
FOLW,FOLW026,FOLW026: Trothy at Dingestow,51.788906,-2.785041,Trothy,Trothy - conf Llymon Bk to conf R Wye
FOLW,FOLW027,FOLW027: Cleddon Brook at Llandogo,51.733998,-2.688947,Cleddon Brook ,[Brockweir area]
FOLW,FOLW028,FOLW028: Trothy at Abbey Bridge,51.816764,-2.801612,Trothy,Trothy - conf Llymon Bk to conf R Wye
FOLW,FOLW029,FOLW029: Trothy at Onen Bridge,51.825234,-2.827291,Trothy,Trothy - conf Llanymynach Bk to conf Llymon Bk
FOLW,FOLW030,FOLW030: Trothy at Llantilio Crossenny,51.82669,-2.873713,Trothy,Trothy - conf Llanymynach Bk to conf Llymon Bk
FOLW,FOLW031,FOLW031: Monnow at Two River Meadow,51.805826,-2.71011,Monnow,Monnow - conf Afon Honddu to conf R Wye
FOLW,FOLW032,FOLW032: Monnow at Monmouth Old Bridge,51.80886,-2.719884,Monnow,Monnow - conf Afon Honddu to conf R Wye
FOLW,FOLW033,FOLW033: Trothy at FB nr Halfway Inn,51.8314,-2.853404,Trothy,Trothy - conf Llanymynach Bk to conf Llymon Bk
FOLW,FOLW034,FOLW034: Monnow at Rockfield,51.8308,-2.752714,Monnow,Monnow - conf Afon Honddu to conf R Wye
FOLW,FOLW035,FOLW035: Monnow at Skenfrith,51.877978,-2.7885,Monnow,Monnow - conf Afon Honddu to conf R Wye
FOLW,FOLW036,"FOLW036: Monnow at Kentchurch, Grosmont Bridge",51.926976,-2.857708,Monnow,Monnow - conf Afon Honddu to conf R Wye
FOLW,FOLW037,FOLW037: Trothy: Llanymynach Brook at Llanfable rb nr Red Hart Inn,51.8214546,-2.9227949,Trothy,Llanymynech Bk - source to conf R Trothy
FOLW,FOLW038,FOLW038: Trothy at Blaentrothy,51.89215,-2.911709,Trothy,Trothy - Source to Conf Llanymynech Bk
FOLW,FOLW039,FOLW039: Trothy at Great House Farm ,51.874906,-2.908346,Trothy,Trothy - Source to Conf Llanymynech Bk
FOLW,FOLW040,FOLW040: Trothy / Full Brook at Pont Gilbert ,51.85639,-2.915859,Trothy,Trothy - Source to Conf Llanymynech Bk
FOLW,FOLW041,FOLW041: Trothy at Pont Gilbert ,51.854989,-2.91481,Trothy,Trothy - Source to Conf Llanymynech Bk
FOLW,FOLW042,FOLW042: Trothy / TreRhew at Footpath near Pont Gilbert,51.85321,-2.910487,Trothy,Trothy - Source to Conf Llanymynech Bk
FOLW,FOLW043,FOLW043: Honddu near Llanthony,51.94529,-3.041716,Honddu,Afon Honddu - source to conf R Monnow
FOLW,FOLW061,FOLW061: Wye at Bigsweir,51.744223,-2.669301,Wye,Wye - conf Walford Bk to Bigsweir Br
FOLW,FOLW062,FOLW062: Wye at Meadow below Redbrook,51.781165,-2.675478,Wye,Wye - conf Walford Bk to Bigsweir Br
FOLW,FOLW063,FOLW063: Wye at Redbrook (Steps by green),51.782478,-2.674231,Wye,Wye - conf Walford Bk to Bigsweir Br
FOLW,FOLW064,FOLW064: Wye at Dixton,51.818247,-2.697842,Wye,Wye - conf Walford Bk to Bigsweir Br
FOLW,FOLW065,FOLW065: Wye at end of Hadnock Rd,51.827,-2.6866,Wye,Wye - conf Walford Bk to Bigsweir Br
FOLW,FOLW066,FOLW066: Wye at Biblins,51.83012,-2.646342,Wye,Wye - conf Walford Bk to Bigsweir Br
FOLW,FOLW067,FOLW067: Wye at Stowfield Black Bridge,51.856202,-2.600766,Wye,Wye - conf Walford Bk to Bigsweir Br
FOLW,FOLW068,FOLW068: Wye at Steps north of Redbrook,51.789923,-2.677582,Wye,Wye - conf Walford Bk to Bigsweir Br
FOLW,FOLW069,FOLW069: Wye at Monmouth Show Ground,51.799986,-2.693527,Wye,Wye - conf Walford Bk to Bigsweir Br
FOLW,FOLW070,FOLW070: Wye at Monmouth upstream from Monnow,51.80642,-2.710965,Wye,Wye - conf Walford Bk to Bigsweir Br
FOLW,FOLW071,FOLW071: Wye at Cadora - Bakers Crib,51.776079,-2.675076,Wye,Wye - conf Walford Bk to Bigsweir Br
FOLW,FOLW072,"FOLW072: Wye at Bishopswood, Kerne Bridge",51.865473,-2.608032,Wye,Wye - conf Walford Bk to Bigsweir Br
FOLW,FOLW073,FOLW073: Wye at monitoring building above Redbrook,51.79632,-2.686482,Wye,Wye - conf Walford Bk to Bigsweir Br
FOLW,FOLW074,FOLW074: Wye at Foy Bridge,51.95278187,-2.576758315,Wye,Wye - Hampton Bishop to conf Kerne Br
FOLW,FOLW075,FOLW075: Rudhall Brook nr Linton,51.91429172,-2.494952218,Rudhall Brook,Rudhall Bk - source to conf R Wye
FOLW,FOLW076,FOLW076: Anghidi at Tintern,51.69759763,-2.6874731,Anghidi,Tintern Bk - source to conf R Wye
FOLW,FOLW077,FOLW077: Monnow at Rowlestone/Pandy,51.90464,-2.967785124,Monnow,Monnow - conf Escley Bk to conf Afon Honddu
FOLW,FOLW078,FOLW078: Norton Brook at Skenfrith,51.8803822,-2.79591882,Norton Brook [Skenfrith],Norton Bk - source to conf R Monnow
FOLW,FOLW079,FOLW079: Llymon Brook,51.8319036,-2.818750954,Llymon Brook ,Llymon Bk - source to conf R Trothy
FOLW,FOLW080,FOLW080: Cat Brook Upper,51.72177,-2.712927,Cat Brook,tbc
FOLW,FOLW083,FOLW083: Wye Sellack Boat,51.94893809,-2.634422074,Wye,Wye - Hampton Bishop to conf Kerne Br
FOUW,FOUW001,FOUW001: Hardwicke Brook Priory Farm,52.09275,-3.09034,Hardwicke Brook,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW002,FOUW002: Hardwicke Brook Mill Cottage,52.07836,-3.0734,Hardwicke Brook,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW004,FOUW004: Llynfi 600m upstream Bronllys Castle,51.99748,-3.2347,Ennig,Ennig - source to conf Afon Llynfi
FOUW,FOUW005,FOUW005: Wye downstream conf Llynfi,52.04292,-3.19919,Wye,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW006,FOUW006: Llynfi Nant Twmpa Three Cocks,52.033,-3.20218,Llynfi Nant,Afon Llynfi - conf Dulas Bk to conf R Wye
FOUW,FOUW007,FOUW007: Wye Glasbury Bridge,52.045507,-3.197873,Wye,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW008,FOUW008: Llynfi GPBiotec outfall [downstream],52.01063,-3.23333,Llynfi,Afon Llynfi - conf Dulas Bk to conf R Wye
FOUW,FOUW009,FOUW009: Llynfi Talgarth WWTW outfall [downstream],52.00516,-3.23863,Llynfi,Afon Llynfi - conf Dulas Bk to conf R Wye
FOUW,FOUW010,FOUW010: Llynfi Pontithel Bridge,52.021682,-3.220579,Llynfi,Afon Llynfi - conf Dulas Bk to conf R Wye
FOUW,FOUW011,FOUW011: Llynfi Glasbury,52.04987,-3.19564,Wye,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW012,FOUW012: Wye Glasbury,52.041572,-3.211597,Wye,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW014,FOUW014: Llynfi CwmBach,52.04873,-3.21597,Misc,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW015,FOUW015: Hardwicke Brook Penhenllan,52.072539,-3.081732,Hardwicke Brook,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW016,FOUW016: Hardwicke Brook Pont Vaen,52.087039,-3.117119,Hardwicke Brook,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW017,FOUW017: Nant Pontithel,52.021601,-3.220404,Nant Pontithel,Afon Llynfi - conf Dulas Bk to conf R Wye
FOUW,FOUW018,FOUW018: CusopDulas BlackLion,52.0748,-3.12173,Cusop Dingle,Hay Dulas Bk - source to conf R Wye
FOUW,FOUW019,FOUW019: Wye WyefordRoadSlipway,52.077741,-3.125724,Wye,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW021,FOUW021: CusopDulas KissingBridge,52.065424,-3.120548,Cusop Dingle,Hay Dulas Bk - source to conf R Wye
FOUW,FOUW022,FOUW022: StMarys Monnington,52.08459,-2.91577,Misc,Wye - Bredwardine Br to Hampton Bishop
FOUW,FOUW024,FOUW024: Westbrook B4348,52.0892,-3.05012,Westbrook,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW025,FOUW025: Cilkenni FfynnonGynydd,52.069359,-3.218618,Misc,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW028,FOUW028: CusopDulas VillageHall,52.076,-3.11926,Cusop Dulas,Hay Dulas Bk - source to conf R Wye
FOUW,FOUW029,FOUW029: Rockfield Allotments Bladon Crescent,52.055722,-2.703487,Yazor,Yazor Bk - source to conf R Wye
FOUW,FOUW030,FOUW030: Eign A49 A465,52.062487,-2.715768,Yazor,Yazor Bk - source to conf R Wye
FOUW,FOUW031,FOUW031: Wye Hereford Rowing Club,52.051679,-2.72182,Wye,Wye - Bredwardine Br to Hampton Bishop
FOUW,FOUW032,FOUW032: Yazor Towtree Lane,52.080786,-2.766908,Yazor,Yazor Bk - source to conf R Wye
FOUW,FOUW033,FOUW033: Wye Conf NewtonBrook,52.047421,-2.73625,Newton Brook,Wye - Bredwardine Br to Hampton Bishop
FOUW,FOUW034,FOUW034: NewtonBr southern streams,52.045777,-2.736162,Newton Brook,Wye - Bredwardine Br to Hampton Bishop
FOUW,FOUW036,FOUW036: Yazor ThreeElmsRoad Bridge,52.069063,-2.743969,Yazor,Yazor Bk - source to conf R Wye
FOUW,FOUW038,FOUW038: NewtonBr Western streams,52.045777,-2.736425,Newton Brook,Wye - Bredwardine Br to Hampton Bishop
FOUW,FOUW039,FOUW039: Yazor Towtree Lane N of ID32,52.0802,-2.7657,Yazor,Yazor Bk - source to conf R Wye
FOUW,FOUW041,FOUW041: Llowes tributary E-Llowes,52.07181,-3.16989,Misc,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW042,FOUW042: CusopDulas E trib Nantyglasdwr Road,52.07615,-3.11945,Cusop Dulas,Hay Dulas Bk - source to conf R Wye
FOUW,FOUW043,FOUW043: Wye BredwardineBridge,52.096742,-2.969244,Wye,Wye - Bredwardine Br to Hampton Bishop
FOUW,FOUW044,FOUW044: HayLogin Cemetery,52.070248,-3.130811,Misc,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW045,FOUW045: Llowes church,52.067473,-3.180241,Misc,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW046,FOUW046: CusopDulas nrChchRd CusDingle Jcn,52.0682,-3.118531,Cusop Dingle,Hay Dulas Bk - source to conf R Wye
FOUW,FOUW047,FOUW047: ClyroBk ClyroChurch,52.087605,-3.149302,Clyro Brook,Clyro Bk - source to conf R Wye
FOUW,FOUW049,FOUW049: CusopDulas minorstream S dingle,52.06558,-3.115352,Cusop Dingle,Hay Dulas Bk - source to conf R Wye
FOUW,FOUW050,FOUW050: Wye WhitneyTollBridge,52.120162,-3.083882,Wye,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW052,FOUW052: MillHalf ChapelRoad,52.13197,-3.07109,Misc,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW053,FOUW053: ClyroBk upstream,52.091621,-3.178543,Clyro Brook,Clyro Bk - source to conf R Wye
FOUW,FOUW054,FOUW054: CusopDulas E trib MouseCastle,52.07168,-3.10235,Cusop Dulas,Hay Dulas Bk - source to conf R Wye
FOUW,FOUW055,FOUW055: Eardisley LettonLakes,52.11838,-2.98369,Kinnersley Brook,Kinnersley Bk - source to conf R Wye
FOUW,FOUW056,FOUW056: Westbrook NewtonLn confBachBk,52.09607,-3.04094,Westbrook,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW057,FOUW057: Llynfi PiptonBridge,52.033837,-3.214664,Llynfi,Afon Llynfi - conf Dulas Bk to conf R Wye
FOUW,FOUW058,FOUW058: Llynfi Cathedine,51.91577,-3.25769,Llynfi,Afon Llynfi - source to conf Dulas Bk
FOUW,FOUW059,FOUW059: Llynfi Nant Twmpa W stream,52.031951,-3.181498,Llynfi Nant,Afon Llynfi - conf Dulas Bk to conf R Wye
FOUW,FOUW060,FOUW060: Llynfi Nant Twmpa E stream,52.032355,-3.181892,Llynfi Nant,Afon Llynfi - conf Dulas Bk to conf R Wye
FOUW,FOUW061,FOUW061: CabalvaBk top W,52.10865,-3.14746,Cabalva Brook,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW062,FOUW062: Wye Winforton birdhide pool,52.11003,-3.03541,Wye,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW063,FOUW063: Wye 200yds downstream Hay WWTW,52.08429,-3.1223,Wye,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW064,FOUW064: Nant Henllan conf Wye,52.087255,-3.332302,Nant Hanllan,Wye - conf R Irfon to Scithwen Bk
FOUW,FOUW065,FOUW065: Yazor Credenhill,52.0803,-2.80467,Yazor,Yazor Bk - source to conf R Wye
FOUW,FOUW066,FOUW066: CageBk conf Wye,52.049119,-2.794715,Cage Brook,Cage Bk - source to conf R Wye
FOUW,FOUW068,FOUW068: Wye Victoria bridge,52.051086,-2.712215,Wye,Wye - Bredwardine Br to Hampton Bishop
FOUW,FOUW069,FOUW069: Ennig Talgarth Mill,51.99605,-3.23322,Ennig,Ennig - source to conf Afon Llynfi
FOUW,FOUW070,FOUW070: EatonBishop stream,52.052595,-2.803882,Misc,Wye - Bredwardine Br to Hampton Bishop
FOUW,FOUW071,FOUW071: WithyBk Holme Lacy Rd,52.040926,-2.705069,Withy Brook,Norton Bk - source to conf R Wye
FOUW,FOUW072,FOUW072: Wye Bridge Sollars,52.07709,-2.85853,Wye,Wye - Bredwardine Br to Hampton Bishop
FOUW,FOUW073,FOUW073: CageBk ford W Clehonger,52.035697,-2.811361,Cage Brook,Cage Bk - source to conf R Wye
FOUW,FOUW074,FOUW074: Irfon Pheasantry,52.147679,-3.420249,Irfon,Irfon - conf Cledan to conf R Wye
FOUW,FOUW077,FOUW077: Ithon ShakyBridge,52.24196,-3.34199,Ithon,Ithon - conf Camddwr Bk to conf R Wye
FOUW,FOUW078,FOUW078: Ithon LoversLeap dwnstrm,52.238451,-3.390966,Ithon,Ithon - conf Camddwr Bk to conf R Wye
FOUW,FOUW079,FOUW079: ClewedogBk Crossgates,52.3296,-3.36806,Clywedog Brook,Clywedog Bk - source to conf Bachell Bk
FOUW,FOUW080,FOUW080: BachalBk Clewedog,52.33464,-3.3537,Bachal Brook,Bachell Bk - source to conf Clywedog Bk
FOUW,FOUW082,FOUW082: Bachawy Upper,52.09362,-3.27689,Bachawy,Bach Howey Bk - source to conf R Wye
FOUW,FOUW083,FOUW083: Dulas Llanafan,52.16563,-3.54081,Afon Garth Dulas,Afon Garth Dulas - source to conf R Irfon
FOUW,FOUW084,FOUW084: Nant y Arian nr Irfon,52.14574,-3.41612,Misc,Irfon - conf Cledan to conf R Wye
FOUW,FOUW085,FOUW085: Afon Cammarch Llangammarch,52.11372,-3.55754,Afon Cammarch,Afon Cammarch - source to conf R Irfon
FOUW,FOUW086,FOUW086: Chwefri nr Llangarten,52.15557,-3.44934,Chwefri,Afon Chwefru - source to conf R Irfon
FOUW,FOUW087,FOUW087: Wye S Doldowlod,52.249906,-3.46505,Wye,Wye - conf Afon Elan to conf R Ithon
FOUW,FOUW088,FOUW088: Wye Llysdinam,52.21732,-3.44818,Wye,Wye - conf Afon Elan to conf R Ithon
FOUW,FOUW089,FOUW089: Wye Penbont,52.2085,-3.44627,Wye,Wye - conf Afon Elan to conf R Ithon
FOUW,FOUW090,FOUW090: Bachawy conf Wye,52.07626,-3.30524,Bachawy,Bach Howey Bk - source to conf R Wye
FOUW,FOUW091,FOUW091: Irfon Llangammarch,52.111646,-3.556924,Irfon,Irfon - conf Cledan to conf R Wye
FOUW,FOUW092,FOUW092: Elan conf Wye,52.27891,-3.5161,Elan,Wye - conf Afon Elan to conf R Ithon
FOUW,FOUW093,FOUW093: Nant Gloew confWyeBuilth,52.15075,-3.39906,Nant Gloew,Wye - conf R Irfon to Scithwen Bk
FOUW,FOUW094,FOUW094: Irfon RhosferigBridge,52.15288,-3.41454,Irfon,Irfon - conf Cledan to conf R Wye
FOUW,FOUW095,FOUW095: LlandewiBk Bachawy,52.0894,-3.26903,Bachawy,Bach Howey Bk - source to conf R Wye
FOUW,FOUW096,FOUW096: Estyn gwyn W Newbridge,52.2219,-3.46373,Misc,Wye - conf Afon Elan to conf R Ithon
FOUW,FOUW099,FOUW099: Dulas Llanwrthwl,52.26279,-3.50579,Misc,Wye - conf Afon Elan to conf R Ithon
FOUW,FOUW100,FOUW100: Chwefri Llanafan,52.213521,-3.536888,Chwefri,Afon Chwefru - source to conf R Irfon
FOUW,FOUW101,FOUW101: Wye Rhyader,52.29632,-3.51056,Wye,Wye - conf to conf Afon Marteg to conf Afon Elan
FOUW,FOUW102,FOUW102: Wye Cwmcoch PontMarteg,52.323779,-3.545745,Wye,Wye - conf to conf Afon Marteg to conf Afon Elan
FOUW,FOUW103,FOUW103: Wye Goytre Wood,52.175709,-3.459851,Wye,Wye (Avon Gwy) - conf R Ithon to conf R Irfon
FOUW,FOUW104,FOUW104: Wye Waun Capel,52.3013,-3.51452,Wye,Wye - conf to conf Afon Marteg to conf Afon Elan
FOUW,FOUW105,FOUW105: Ennig Troed yr Harn,51.98991,-3.22818,Ennig,Ennig - source to conf Afon Llynfi
FOUW,FOUW106,FOUW106: MaesBk Dolau,52.2947,-3.23472,Misc,Aran - source to conf R Ithon
FOUW,FOUW107,FOUW107: Aran SW Dolau,52.286586,-3.25773,Misc,Aran - source to conf R Ithon
FOUW,FOUW108,FOUW108: Ithon N Cefnllys,52.2801,-3.30538,Ithon,Ithon - conf Camddwr Bk to conf R Wye
FOUW,FOUW109,FOUW109: Cage Bk Arkstone Mill,52.017154,-2.83077,Cage Brook,Cage Bk - source to conf R Wye
FOUW,FOUW110,FOUW110: Wye N Rotherwas,52.0437,-2.67594,Wye,Wye - Bredwardine Br to Hampton Bishop
FOUW,FOUW111,FOUW111: Wye Byford,52.07731,-2.876864,Wye,Wye - Bredwardine Br to Hampton Bishop
FOUW,FOUW112,FOUW112: Preston Court Lake,52.07642,-2.900724,Misc,Preston Bk - source to conf R Wye
FOUW,FOUW114,FOUW114: Letton Lake Kinnersley,52.13965,-2.9468,Letton Lake Brook,Letton Lake Bk - source to conf R Wye
FOUW,FOUW115,FOUW115: Edw BetysDisserth,52.2006,-3.295077,Misc,Edw - source to conf Colwyn Bk
FOUW,FOUW116,FOUW116: Edw Vron,52.16983,-3.28144,Misc,Edw - conf Camnant Bk to conf Clas Bk
FOUW,FOUW117,FOUW117: Wye Erwood Stn;,52.08591,-3.33204,Wye,Wye - conf R Irfon to Scithwen Bk
FOUW,FOUW118,FOUW118: conf Spond Welson bks;,52.14078,-2.9864,Kinnersley Brook,Kinnersley Bk - source to conf R Wye
FOUW,FOUW119,FOUW119: Digedi L Ffordd Fawr;,52.058336,-3.165636,Digedi Brook,Digedi Bk - source to conf R Wye
FOUW,FOUW120,FOUW120: CusopDulas Caenantmelyn;,52.05993,-3.12406,Cusop Dingle,Hay Dulas Bk - source to conf R Wye
FOUW,FOUW121,FOUW121: Wye BoughroodBeach;,52.03917,-3.2661,Wye,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW123,FOUW123: Aran GreatCantal,52.348682,-3.240576,Misc,Aran - source to conf R Ithon
FOUW,FOUW126,FOUW126: Wye CliffordCliff,52.104827,-3.105967,Wye,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW128,FOUW128: Ennig BMC,51.981013,-3.21759,Ennig,Ennig - source to conf Afon Llynfi
FOUW,FOUW129,FOUW129: Llynfi Trefecca,51.982037,-3.252867,Llynfi,Afon Llynfi - source to conf Dulas Bk
FOUW,FOUW130,FOUW130: Llynfi Trefecca downstream,51.983492,-3.251991,Llynfi,Afon Llynfi - source to conf Dulas Bk
FOUW,FOUW132,FOUW132: DigediBk Llanigon,52.05637,-3.15388,Digedi Brook,Digedi Bk - source to conf R Wye
FOUW,FOUW135,FOUW135: Ennig Troed-yr-harn,51.97969,-3.21238,Misc,Ennig - source to conf Afon Llynfi
FOUW,FOUW136,FOUW136: Yazor PrioryStrettonSugwas,52.08141,-2.78358,Yazor,Yazor Bk - source to conf R Wye
FOUW,FOUW137,FOUW137: Llynfi Ellywe,52.000121,-3.189997,Misc,Ennig - source to conf Afon Llynfi
FOUW,FOUW138,FOUW138: Wye QuayStHereford,52.05316,-2.71441,Wye,Wye - Bredwardine Br to Hampton Bishop
FOUW,FOUW139,FOUW139: LettonLake PigSt,52.132722,-2.940115,Letton Lake Brook,Letton Lake Bk - source to conf R Wye
FOUW,FOUW141,FOUW141: AgriCollBk HolmeLacy,52.02055,-2.65588,Misc,Wye - Hampton Bishop to conf Kerne Br
FOUW,FOUW142,FOUW142: Wye BuilthRd WernWood,52.1620496,-3.4213572,Wye,Wye (Avon Gwy) - conf R Ithon to conf R Irfon
FOUW,FOUW143,FOUW143: Irfon CaerBeris,52.14585,-3.421,Irfon,Irfon - conf Cledan to conf R Wye
FOUW,FOUW144,FOUW144: HolywellDingle Lemore,52.15533,-3.00826,Kinnersley Brook,Kinnersley Bk - source to conf R Wye
FOUW,FOUW145,FOUW145: CageBk NewBarns,52.045534,-2.802566,Cage Brook,Cage Bk - source to conf R Wye
FOUW,FOUW149,FOUW149: CageBk KingstoneTrib,52.03125,-2.82525,Cage Brook,Cage Bk - source to conf R Wye
FOUW,FOUW150,FOUW150: CageBk MadleyTrib,52.031546,-2.825294,Cage Brook,Cage Bk - source to conf R Wye
FOUW,FOUW151,FOUW151: Wye Warren,52.072054,-3.143487,Wye,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW152,FOUW152: LettonLake Almeley,52.154714,-2.976683,Letton Lake Brook,Letton Lake Bk - source to conf R Wye
FOUW,FOUW153,FOUW153: LettonLake Highfield,52.145604,-2.955806,Letton Lake Brook,Letton Lake Bk - source to conf R Wye
FOUW,FOUW155,FOUW155: Duhonw Pen-thiw-llan,52.126011,-3.424029,Duhonw,Duhonw - source to conf R Wye
FOUW,FOUW156,FOUW156: Nant Treflyn conf Wye,52.254999,-3.472978,Nant Treflyn,Wye - conf Afon Elan to conf R Ithon
FOUW,FOUW157,FOUW157: Duhonw conf Wye,52.149836,-3.369792,Duhonw,Duhonw - source to conf R Wye
FOUW,FOUW158,FOUW158: Wye conf Duhonw,52.142262,-3.364957,Wye,Wye - conf R Irfon to Scithwen Bk
FOUW,FOUW159,FOUW159: Dyfnant Newbridge-on-Wye,52.213872,-3.44338,Dyfnant,Wye - conf Afon Elan to conf R Ithon
FOUW,FOUW160,FOUW160: Chwefri Park Bridge,52.151102,-3.416601,Chwefri,Afon Chwefru - source to conf R Irfon
FOUW,FOUW161,FOUW161: Wye Pont Rhydgaled,52.429671,-3.706277,Wye,Wye - source to conf Afon Tarenig
FOUW,FOUW162,FOUW162: Mithil Brook at Mithil Bridge,52.260363,-3.283452,Mithil Brook,Mithil Bk - source to conf R Ithon
FOUW,FOUW163,FOUW163: Ithon Brynthomas,52.250229,-3.310936,Ithon,Ithon - conf Camddwr Bk to conf R Wye
FOUW,FOUW164,FOUW164: Ithon Cefn Wood,52.282867,-3.315869,Ithon,Ithon - conf Camddwr Bk to conf R Wye
FOUW,FOUW165,FOUW165: Cwm Hir conf Clywedog Brook,52.328603,-3.394511,Clywedog Brook,Clywedog Bk - source to conf Bachell Bk
FOUW,FOUW166,FOUW166: Clywedog Brook conf Cwm Hir,52.328711,-3.394599,Clywedog Brook,Clywedog Bk - source to conf Bachell Bk
FOUW,FOUW167,FOUW167: Ithon upstream Llanbister,52.353506,-3.319055,Ithon,Ithon - conf Gwenlas Bk to conf Camddwr Bk
FOUW,FOUW168,FOUW168: Dulas Bk Maesgwynne,52.198752,-3.36895,Dulas Brook,Builth Dulas Bk - source to conf R Wye
FOUW,FOUW169,FOUW169: Dulas Bk conf Wye,52.169968,-3.429184,Dulas Brook,Builth Dulas Bk - source to conf R Wye
FOUW,FOUW170,FOUW170: Marteg Bk Waun Marteg,52.372911,-3.440568,Marteg Brook,Afon Marteg - source to conf R Wye
FOUW,FOUW171,FOUW171: Wye conf Nant Gwnog,52.352024,-3.58543,Wye,Wye - conf Afon Bidno to conf Afon Marteg
FOUW,FOUW172,FOUW172: Nant Gwnog conf Wye,52.351997,-3.585827,Nant Gwnog,Wye - conf Afon Bidno to conf Afon Marteg
FOUW,FOUW173,FOUW173: Rhid-hyr Bk conf Wye,52.297987,-3.505578,Rhid-hyr Brook,Wye - conf to conf Afon Marteg to conf Afon Elan
FOUW,FOUW174,FOUW174: Cwm Brook source,52.254218,-3.322785,Ithon,Ithon - conf Camddwr Bk to conf R Wye
FOUW,FOUW175,FOUW175: Arlais Bk conf Ithon,52.239152,-3.38524,Ithon,Ithon - conf Camddwr Bk to conf R Wye
FOUW,FOUW176,FOUW176: Willersley Bk Bridge at The Folly,52.140915,-3.015449,Willersley Brook,Willersley Bk - source to conf R Wye
FOUW,FOUW177,FOUW177: Lime Bk north trib inlet Oak Pool,52.323644,-2.979784,Lime Brook,Lime Bk - source to conf R Lugg
FOUW,FOUW178,FOUW178: Lime Bk north trib outlet Oak Pool,52.322539,-2.977712,Lime Brook,Lime Bk - source to conf R Lugg
FOUW,FOUW179,FOUW179: Cabalva Bk conf Wye,52.11442267,-3.107984943,Cabalva Brook,Wye - Scithwen Bk to Brewardine Br
FOUW,FOUW180,FOUW180: Clyro Bk conf Wye,52.100946,-3.125154,Clyro Brook,Clyro Bk - source to conf R Wye
FOUW,FOUW181,FOUW181: Llynfi outlet Llangorse Lake,51.937621,-3.273107,Llynfi,Afon Llynfi - source to conf Dulas Bk
FOUW,FOUW182,FOUW182: Nant Cwy inlet Llangorse Lake,51.937594,-3.265062,Llynfi,Afon Llynfi - source to conf Dulas Bk
FOUW,FOUW183,FOUW183: Willersley Bk conf Wye,52.115286,-3.001286,Willersley Brook,Willersley Bk - source to conf R Wye
FOUW,FOUW184,FOUW184: Scithwen Llaneglwys,52.03823,-3.367004,Scithwen Brook,Scithwen Bk - source to conf R Wye
FOUW,FOUW185,FOUW185: Scithwen conf Wye,52.064481,-3.294276,Scithwen Brook,Scithwen Bk - source to conf R Wye
FOUW,FOUW186,FOUW186: Llangorse Lake jetty,51.934657,-3.269959,Llynfi,Afon Llynfi - source to conf Dulas Bk
FOUW,FOUW187,FOUW187: Lugg conf Wye,52.032274,-2.633171,Lugg,Lugg - conf R Arrow to conf R Wye
FOUW,FOUW188,FOUW188: Wye Canary Bridge,52.048553,-2.700241,Wye,Wye - Bredwardine Br to Hampton Bishop
FOUW,FOUW189,FOUW189: Knobley Brook NE feeder Evenjobb,52.253544,-3.080096,Knobley Brook,Knobley Bk - source to conf Hindwell Bk
FOUW,FOUW190,FOUW190: Worm Brook Much Dewchurch,51.975407,-2.754048,Worm Brook,Worm Bk - source to confl R Dore
FOUW,FOUW191,FOUW191: AgriCollBk Equine Bridge Holme Lacy,52.016535,-2.657794,Misc,Wye - Hampton Bishop to conf Kerne Br
FOUW,FOUW192,FOUW192: Nantmel Dulas at Gravel Road,52.270469,-3.376872,"Dulas, Nantmel",Nantmel Dulas - source to conf R Ithon
FOUW,FOUW193,FOUW193: Nant Gwynlynn conf Wye,52.300763,-3.520657,Nant Gwynlynn,Wye - conf to conf Afon Marteg to conf Afon Elan
FOUW,FOUW194,FOUW194: Clettwr Brook conf Wye,52.078253,-3.319057,Clettwr Brook,Clettwr Bk - source to conf R Wye
